"","GeneId","Descripcion","Ctrl0hr","Encyst1hr","Encyst4hr","Encyst8hr"
"ACA1_309470","ACA1_309470","leucine rich repeat domain containing protein",47.3,11.7,16.98,23.14
"ACA1_309480","ACA1_309480","CMF receptor CMFR1, putative",762.41,329.17,219.13,174.65
"ACA1_309490","ACA1_309490","clathrin adaptor complex small chain subfamily protein",322.76,372.17,392.77,447.65
"ACA1_309510","ACA1_309510","ribosomal protein s27, putative",4287.26,3685.78,3091.51,2715.18
"ACA1_309620","ACA1_309620","sulfite reductase (NADPH), putative",157.23,20.06,32.11,28.91
"ACA1_309640","ACA1_309640","hypothetical protein",118.66,40.11,37.77,42.8
"ACA1_309830","ACA1_309830","hypothetical protein",662.06,142.75,129.67,142.83
"ACA1_309840","ACA1_309840","1-aminocyclopropane-1-carboxylate deaminase",250,154.54,163.44,152.45
"ACA1_310610","ACA1_310610","saccharopine dehydrogenase",324.02,328.52,221.93,92.28
"ACA1_310730","ACA1_310730","hypothetical protein",80.3,77.94,66.74,76.52
"ACA1_310790","ACA1_310790","hypothetical protein",79.03,62.97,186.53,302.76
"ACA1_310810","ACA1_310810","cAMPdependent protein kinase type I-alpha regulatory subunit, putative",106.53,242.09,198.27,186.17
"ACA1_310820","ACA1_310820","hypothetical protein",151.15,367.16,672.06,1048.58
"ACA1_311970","ACA1_311970","DR1associated protein 1 (negative cofactor 2 alpha), putative",116.37,45.41,43.93,48.83
"ACA1_313600","ACA1_313600","Peptidylprolyl cis-trans isomerase-like 1, putative",144.09,67.98,53.92,56.73
"ACA1_313610","ACA1_313610","calciumtransporting P-type ATPase, PMR1-type, putative",67.59,77.35,91.9,114.29
"ACA1_313730","ACA1_313730","glycosyltransferase, group 2 domain containing protein",375.96,82.24,305.12,303.84
"ACA1_313860","ACA1_313860","inorganic anion transporter, sulfate permease (SulP) subfamily protein",110.97,30.72,60.9,79.45
"ACA1_314000","ACA1_314000","ATP synthase F1, gamma subunit",1268.88,1239.68,1096.91,1105.97
"ACA1_314220","ACA1_314220","2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",66.8,35.51,31.7,34.69
"ACA1_314230","ACA1_314230","Myblike DNA binding protein, putative",105.39,81.1,62.46,74.76
"ACA1_314550","ACA1_314550","hypothetical protein",334.95,215.39,94.86,89.54
"ACA1_315060","ACA1_315060","26S proteasome AAAATPase subunit RPT4a, putative",271.61,893.74,337.4,204.57
"ACA1_315070","ACA1_315070","Isobutyryl-CoA dehydrogenase, putative",41.75,12.6,25.04,30.49
"ACA1_315760","ACA1_315760","ribosomal protein L13, putative",3650.19,2958.9,2119.27,1734.88
"ACA1_315790","ACA1_315790","copper transport accessory protein",377.69,48.39,8.24,6.04
"ACA1_315800","ACA1_315800","threonine-tRNA ligase",255,174.53,177.75,242.99
"ACA1_315810","ACA1_315810","hypothetical protein",47.6,49.76,47.98,35.36
"ACA1_316550","ACA1_316550","inosine5'-monophosphate dehydrogenase",66.18,74.44,65.4,48.44
"ACA1_317170","ACA1_317170","plasmamembrane proton-efflux P-type ATPase",132.81,24.41,16.05,22
"ACA1_317300","ACA1_317300","hypothetical protein",85.11,51.33,63.13,61.21
"ACA1_318090","ACA1_318090","glycosyl hydrolase family 20, catalytic domain containing protein",199.65,68.99,147.23,149.76
"ACA1_318520","ACA1_318520","RNA polymerase Rpb7 domain containing protein",58.1,1.3,2.24,3.24
"ACA1_318540","ACA1_318540","SPX domain containing protein",56.1,45.64,63.88,82.23
"ACA1_319110","ACA1_319110","fidipidine, putative",96.66,49.13,83.74,91.15
"ACA1_319220","ACA1_319220","cellular apoptosis susceptibility protein",104.05,5.31,15.31,26.08
"ACA1_320550","ACA1_320550","prolyl aminopeptidase",266.37,295.81,310.46,303.25
"ACA1_320780","ACA1_320780","hypothetical protein",41.31,24.27,23.52,19.54
"ACA1_320800","ACA1_320800","hypothetical protein",718.73,776.82,894.25,931.86
"ACA1_320820","ACA1_320820","hypothetical protein",715.69,2291.15,2579.8,2042.13
"ACA1_320830","ACA1_320830","hypothetical protein",756.23,435.65,292.56,305.74
"ACA1_320840","ACA1_320840","HSP91 (Heat shock protein 91), putative",255.76,128.17,103.43,124.64
"ACA1_320970","ACA1_320970","hypothetical protein",337.75,46.52,84.22,148.9
"ACA1_320980","ACA1_320980","RNA recognition motif domain containing protein",40.55,0.53,1.33,3.77
"ACA1_321000","ACA1_321000","kelch repeatcontaining protein",133.86,191.7,125.42,98.1
"ACA1_321010","ACA1_321010","hypothetical protein",134.16,189.96,122.43,95.63
"ACA1_321030","ACA1_321030","hypothetical protein",573.93,463.97,414.95,363.62
"ACA1_321170","ACA1_321170","hypothetical protein",78.96,1.31,2.1,3.17
"ACA1_321190","ACA1_321190","Adaptin earbinding coat-associated protein 2 (NECAP-2) isoform 2, putative",140.6,166.57,126.49,117.58
"ACA1_321200","ACA1_321200","hypothetical protein",43.49,36.62,29.79,29.65
"ACA1_321220","ACA1_321220","MEKK and related serine/threonine protein kinase, putative",54.49,60.51,69.48,68.43
"ACA1_321320","ACA1_321320","ubiquitin-conjugating enzyme, putative",337.32,501.82,524.65,480.29
"ACA1_321370","ACA1_321370","ubiquinol cytochrome reductase transmembrane region, putative",160.66,96.28,91.1,101.35
"ACA1_321440","ACA1_321440","hypothetical protein",75.29,27.21,47.56,56.55
"ACA1_321550","ACA1_321550","Fbox domain containing protein",62.75,25.71,14.46,19.15
"ACA1_321600","ACA1_321600","Poly(ADPribose) polymerase catalytic domain containing protein",59.98,62.85,56.35,33.95
"ACA1_321740","ACA1_321740","Prokumamolisin, activation domain containing protein",58.76,62.03,55.67,47.19
"ACA1_322080","ACA1_322080","RNA recognition motif domain containing protein",68.61,36.39,51.22,53.16
"ACA1_322560","ACA1_322560","elongation factor Tu GTP binding domain containing protein",103.39,71.18,51.8,53.49
"ACA1_322570","ACA1_322570","Hsp40, putative",63.7,131.55,104.57,100.8
"ACA1_322580","ACA1_322580","calmodulin, putative",144.73,117.91,118.66,125.15
"ACA1_322690","ACA1_322690","thioredoxinlike 1, putative",219.93,748,337.66,258.49
"ACA1_322740","ACA1_322740","hypothetical protein",89.62,169.92,175.14,205.61
"ACA1_323130","ACA1_323130","HemolysinIII related subfamily protein",44.69,5.69,5.64,7.61
"ACA1_323150","ACA1_323150","cytochrome b5 domain containing protein",484.47,650.86,939.93,995.11
"ACA1_323170","ACA1_323170","Utp14 protein",43.5,0.3,0.48,1.31
"ACA1_323180","ACA1_323180","hypothetical protein",40.85,0.23,0.29,1.17
"ACA1_323360","ACA1_323360","eukaryotic translation initiation factor SUI1 family protein",179.54,67.19,59.92,57.42
"ACA1_323420","ACA1_323420","hypothetical protein",420.63,324.01,605.01,287.76
"ACA1_323510","ACA1_323510","hypothetical protein",232.86,512.61,132.75,313.42
"ACA1_324040","ACA1_324040","carrier superfamily protein",59.09,25.67,32.69,28.72
"ACA1_325100","ACA1_325100","calponin domain containing protein",87.74,79.87,83.63,83.66
"ACA1_325130","ACA1_325130","hypothetical protein",43.43,59.82,60.68,62.34
"ACA1_325150","ACA1_325150","Rab7/RabGfamily small GTPase",92.37,126.75,129.63,100.31
"ACA1_325160","ACA1_325160","Rab7/RabGfamily small GTPase",53.31,41.66,47.3,41.57
"ACA1_325170","ACA1_325170","AP3 complex subunit mu, putative",123.1,81.12,126.14,122.58
"ACA1_325180","ACA1_325180","ribonuclease L inhibitor family protein",265.01,108.93,110.91,106.29
"ACA1_325190","ACA1_325190","CCAATbox binding transcription factor subunit HAP3-related, putative",54.55,6.4,10.74,13.24
"ACA1_325230","ACA1_325230","MAPEG domain containing protein",64.48,19.48,27.5,39.18
"ACA1_325250","ACA1_325250","ribosomal protein L44, putative",4884.85,3957.48,3202.2,3228.51
"ACA1_325310","ACA1_325310","hypothetical protein",45.21,13.23,12.55,17.15
"ACA1_325470","ACA1_325470","K+ channel tetramerisation subfamily protein",92.58,134.98,85.27,61.82
"ACA1_325510","ACA1_325510","actin bundling protein",450.91,496.26,312.97,107.75
"ACA1_325520","ACA1_325520","hypothetical protein",73.03,96.38,100.09,88.67
"ACA1_325560","ACA1_325560","solute carrier family protein",51.2,40.26,48.34,67.63
"ACA1_325730","ACA1_325730","kelch repeat protein",49.94,26.37,28.65,27.44
"ACA1_325740","ACA1_325740","hypothetical protein",87.06,52.05,86.04,78.45
"ACA1_325750","ACA1_325750","hypothetical protein",48.24,45.72,84.85,67.44
"ACA1_326110","ACA1_326110","alcohol dehydrogenase GroESlike domain containing protein",52.67,32.71,20.32,16.91
"ACA1_326120","ACA1_326120","glycogen synthase Gsy1, putative",63.82,55.27,26.01,18.6
"ACA1_326130","ACA1_326130","Ras subfamily protein",309.72,159.63,242.47,194.21
"ACA1_326140","ACA1_326140","ferric reductaselike protein",143.76,102.38,199.03,244.62
"ACA1_326180","ACA1_326180","eukaryotic translation initiation factor 5a-2, putative",208.74,3665.01,5670.98,3877.07
"ACA1_326200","ACA1_326200","hypothetical protein",53.04,24.12,29.57,27.64
"ACA1_326230","ACA1_326230","peptidylprolyl cis-trans isomerase, cyclophilin-type domain containing protein",98.78,32.16,19.34,20.66
"ACA1_326250","ACA1_326250","methyltransferase domain containing protein",100.21,98.63,106.15,110.64
"ACA1_326740","ACA1_326740","Myosin2 heavy chain, non muscle, putative",198.94,224.59,163.13,127.06
"ACA1_326800","ACA1_326800","RNA recognition motif domain containing protein",40.68,88.39,54.54,50.65
"ACA1_326820","ACA1_326820","eukaryotic ribosomal protein L18, putative",2895.11,2366.61,1637.57,1657.24
"ACA1_326830","ACA1_326830","hypothetical protein",55.05,20.29,49.98,67.08
"ACA1_326870","ACA1_326870","FYVE zinc finger domain/Ankyrin repeatcontaining protein",85.26,63.34,76.96,69.63
"ACA1_327390","ACA1_327390","hypothetical protein",165.84,148.64,191.95,201.78
"ACA1_327700","ACA1_327700","hypothetical protein",156.67,350.09,131.02,229.22
"ACA1_327940","ACA1_327940","hypothetical protein",134.73,58.33,114.44,192.89
"ACA1_328640","ACA1_328640","Sec1 family protein",98.29,62.24,45.35,56.05
"ACA1_328760","ACA1_328760","3'(2'),5'bisphosphate nucleotidase",42.36,64.25,54.57,58.68
"ACA1_328780","ACA1_328780","Actin subfamily protein",270.35,492.07,342.86,198.5
"ACA1_328900","ACA1_328900","actin-1, putative",99.59,332.04,258.74,161.78
"ACA1_328920","ACA1_328920","actin, putative",377.04,1008.55,719.53,424.65
"ACA1_329330","ACA1_329330","hypothetical protein",137.74,148.98,170.12,132.25
"ACA1_329460","ACA1_329460","hypothetical protein",39.87,53.22,70.49,78.89
"ACA1_329470","ACA1_329470","oxysterolbinding protein-like protein 8 isoform b, putative",288.22,462.67,382.86,337.71
"ACA1_329480","ACA1_329480","hypothetical protein",65.96,78.9,74.22,51.06
"ACA1_329490","ACA1_329490","sitruin, putative",61.84,1.18,0.35,0.45
"ACA1_329510","ACA1_329510","paired amphipathic helix protein sin3, putative",94.36,61.99,87.08,102.82
"ACA1_329620","ACA1_329620","hypothetical protein",77.6,1.58,0.56,0.23
"ACA1_329700","ACA1_329700","electron transfer flavoprotein alphasubunit",303.69,270.89,292.76,325.42
"ACA1_329710","ACA1_329710","hypothetical protein",58.2,44.09,51.54,35.58
"ACA1_329820","ACA1_329820","transporter, major facilitator subfamily protein",111.6,36.98,66.65,77.04
"ACA1_330090","ACA1_330090","Kinesin motor domain containing protein",78.15,28.3,22.84,29.56
"ACA1_330350","ACA1_330350","SEP domain containing protein",98.75,212.73,91.22,91.91
"ACA1_330410","ACA1_330410","hypothetical protein",46.56,36.94,33.58,41.66
"ACA1_330420","ACA1_330420","Ca2+dependent endoplasmic reticulum nucleoside diphosphatase isoform 3, putative",57.22,41.74,66.62,95.41
"ACA1_330540","ACA1_330540","hypothetical protein",169.27,176.04,247.25,186.06
"ACA1_330550","ACA1_330550","Nucleoside-diphosphatase",41.35,6.27,11.05,13.5
"ACA1_330660","ACA1_330660","SNARE associated Golgi protein",87.67,31.18,61.39,71.94
"ACA1_331110","ACA1_331110","RAP1A, member of RAS oncogene family",146.5,304.14,284.73,276.45
"ACA1_331580","ACA1_331580","Erv1 / Alr family protein",57,52.02,108.94,152.57
"ACA1_331590","ACA1_331590","ATPdependent DNA helicase, RecQ subfamily protein",46.7,59.7,68.17,80.06
"ACA1_331710","ACA1_331710","Autophagy-related protein 27 protein",372.72,206.18,388.46,394.78
"ACA1_331720","ACA1_331720","GNS1/SUR4 family protein",54.41,7.32,7.53,2.8
"ACA1_332070","ACA1_332070","nucleolar gtpbinding protein 1, putative",97.6,42.44,76.59,86.84
"ACA1_332180","ACA1_332180","nucleolar gtp-binding protein 1 family protein",45.84,17.6,29.56,35.15
"ACA1_332310","ACA1_332310","amino acid permease",56.82,5.93,11.43,8.9
"ACA1_332590","ACA1_332590","endo1,3(4)-beta-glucanase",66.49,158.1,51.16,17.09
"ACA1_332940","ACA1_332940","hypothetical protein",100.65,110.58,102.84,68.94
"ACA1_333210","ACA1_333210","Factin-capping protein subunit beta, putative",618.39,808.05,809.43,580.7
"ACA1_333230","ACA1_333230","hypothetical protein",42.01,46.99,52.33,37.53
"ACA1_333250","ACA1_333250","hypothetical protein",67.66,184.75,202.51,206.18
"ACA1_333280","ACA1_333280","Gpatch domain containing protein",46.86,51.18,58.46,64.36
"ACA1_333350","ACA1_333350","uroporphyrinogen decarboxylase",82.89,10.5,15.46,16.64
"ACA1_333720","ACA1_333720","hypothetical protein",426.46,193.93,113.52,33.11
"ACA1_334070","ACA1_334070","hypothetical protein",45.64,25.64,29,35.22
"ACA1_334430","ACA1_334430","SNF, putative",42.71,36.04,29.09,30.82
"ACA1_334660","ACA1_334660","hypothetical protein",61.55,58.42,132.97,181.59
"ACA1_335890","ACA1_335890","hypothetical protein",105.42,32.26,35.11,53.92
"ACA1_335910","ACA1_335910","MxaD protein",516.7,329.12,372.79,240.55
"ACA1_335920","ACA1_335920","polyubiquitin, putative",380.09,1151.14,553.76,579.46
"ACA1_335930","ACA1_335930","hypothetical protein",119.22,188.32,195.65,226.79
"ACA1_336130","ACA1_336130","Filamin repeat domain containing protein",181.25,69.52,92,60.02
"ACA1_336370","ACA1_336370","actin-1, putative",621.36,1873.99,1106.85,568.13
"ACA1_336380","ACA1_336380","RasGEF domain containing protein",46.28,58.09,60,68.51
"ACA1_336860","ACA1_336860","glutathionedisulfide reductase",106.03,71.22,76.19,89.65
"ACA1_336890","ACA1_336890","hypothetical protein",139.37,156.71,224.97,332.86
"ACA1_337990","ACA1_337990","intracellular protease, PfpI family protein",195.17,369.59,350.79,362.47
"ACA1_338000","ACA1_338000","hypothetical protein",338.03,823.79,957.1,546.5
"ACA1_338050","ACA1_338050","ABC2 type transporter superfamily protein",40.78,0.11,0.04,0.05
"ACA1_338180","ACA1_338180","hypothetical protein",71.14,94.93,58.19,56.35
"ACA1_339890","ACA1_339890","plexin repeat domain containing protein",84.2,26.9,46.76,52.39
"ACA1_339900","ACA1_339900","hypothetical protein",56.57,30.98,33.96,33.15
"ACA1_340680","ACA1_340680","hypothetical protein",62.18,21.92,37.86,44.17
"ACA1_340900","ACA1_340900","isopentenyldiphosphate delta-isomerase",196.64,14.52,43.39,94.53
"ACA1_341030","ACA1_341030","CRAL/TRIO domain containing protein",137.35,182.12,197.82,215.27
"ACA1_341090","ACA1_341090","26S protease regulatory subunit 6a, putative",168.03,545.88,212.69,154.35
"ACA1_343180","ACA1_343180","RNA polymerase Rpb3/Rpb11 dimerization domain containing protein",110.66,4.91,7.16,9.77
"ACA1_343290","ACA1_343290","hypothetical protein",41.16,50.05,90.92,114.06
"ACA1_343310","ACA1_343310","NADH dehydrogenase, extrinsic, putative",134.4,39.92,1.21,0.95
"ACA1_344900","ACA1_344900","ABC-type branched-chain amino acid transport system, periplasmic component protein",106.34,150.92,140,127.59
"ACA1_346030","ACA1_346030","CHCH domain containing protein",177.12,144.33,190.56,226.46
"ACA1_346040","ACA1_346040","rasrelated protein Rab-7, putative",381.82,186.37,499.9,499.82
"ACA1_346860","ACA1_346860","hypothetical protein",76.94,105.64,95.24,120.82
"ACA1_346890","ACA1_346890","hypothetical protein",42.77,215.02,258.62,166.2
"ACA1_346910","ACA1_346910","RhoGEF domain containing protein",70.02,112.91,137.69,162.24
"ACA1_348980","ACA1_348980","3hydroxyanthranilate 3,4-dioxygenase",66.03,113.67,73.55,81.41
"ACA1_349090","ACA1_349090","3'5' exonuclease domain containing protein",98.2,177.81,117.2,126.86
"ACA1_349660","ACA1_349660","BAT1 protein",519.19,421.52,357.83,316.91
"ACA1_350600","ACA1_350600","hypothetical protein",549.89,360.07,935.18,923.84
"ACA1_351910","ACA1_351910","hypothetical protein",58.36,772.11,832.24,636.92
"ACA1_351920","ACA1_351920","von Willebrand factor type A domain containing protein",55.28,444.08,547.77,439.86
"ACA1_351930","ACA1_351930","hypothetical protein",100.2,7.06,8.35,9.26
"ACA1_352260","ACA1_352260","hypothetical protein",154.63,227.26,89.62,73.05
"ACA1_352400","ACA1_352400","glycosyl hydrolase domain containing protein",93.67,106.54,89.07,58.57
"ACA1_352420","ACA1_352420","Anamorsin, putative",162.05,54.97,59.65,58.78
"ACA1_352500","ACA1_352500","hypothetical protein",1126.59,369.3,162.24,179.07
"ACA1_355360","ACA1_355360","transporter, major facilitator subfamily protein",61.02,38.82,9.53,5.7
"ACA1_355850","ACA1_355850","methionine aminopeptidase, type I, putative",156.63,77.44,75.53,94.35
"ACA1_356150","ACA1_356150","LA virus GAG protein N-acetyltransferase",56.95,18.56,13.68,10.81
"ACA1_356170","ACA1_356170","hypothetical protein",541.63,4.71,3.78,9.3
"ACA1_356190","ACA1_356190","ADP/ATP carrier protein",44.66,53.7,80.04,119.66
"ACA1_356420","ACA1_356420","hypothetical protein",124.22,0.91,0.59,2.06
"ACA1_356770","ACA1_356770","ribonucleosidetriphosphate reductase, adenosylcobalamin-dependent, putative",54.27,9.39,20.88,28.94
"ACA1_357480","ACA1_357480","F-box domain containing protein",68.35,50.75,9.4,5.85
"ACA1_357490","ACA1_357490","Erg28 family protein",52.19,37.01,46.19,51.05
"ACA1_357960","ACA1_357960","alternative oxidase isoform A, putative",82.06,27.12,8.55,5.2
"ACA1_358270","ACA1_358270","pyridine nucleotidedisulfide oxidoreductase domain containing protein",121.86,36.1,0.8,0.4
"ACA1_358380","ACA1_358380","hypothetical protein",259.39,54.38,57.32,64.6
"ACA1_358620","ACA1_358620","Sel1like, putative",91.44,62.63,51.6,74.77
"ACA1_358650","ACA1_358650","ubiquitin carboxylterminal hydrolase L5, putative",101.7,162.05,143.91,157.78
"ACA1_359020","ACA1_359020","HpcH/HpaI aldolase/citrate lyase subfamily protein",68.74,52.66,44.66,34.79
"ACA1_359580","ACA1_359580","EGFlike domain containing protein",529.78,195.54,116.89,59.05
"ACA1_359590","ACA1_359590","hypothetical protein",42.03,67.15,53.28,57.08
"ACA1_359700","ACA1_359700","ERp19 domain containing protein",182.17,268.88,521.43,512.05
"ACA1_359710","ACA1_359710","transcriptional repressor TUP1, putative",101.83,95.22,102.21,108.03
"ACA1_359740","ACA1_359740","hypothetical protein",95.01,177.39,181.38,146.66
"ACA1_359750","ACA1_359750","succinyl coenzyme A synthetase alpha subunit",295.83,197.58,198.11,232.26
"ACA1_360010","ACA1_360010","tubulin binding cofactor A, putative",104.34,79.95,125.72,174.04
"ACA1_360040","ACA1_360040","ribosomal protein S8e, putative",135.92,3.31,5.6,8.02
"ACA1_360050","ACA1_360050","zinc finger domain containing protein",122.04,113.71,70.71,75.57
"ACA1_360120","ACA1_360120","hypothetical protein",4821.9,7556.43,10917.3,9861.72
"ACA1_360150","ACA1_360150","malate synthase A, putative",43.17,40.06,54.85,59.62
"ACA1_360160","ACA1_360160","adenine phosphoribosyltransferase",101.78,70.05,97.22,103.61
"ACA1_360190","ACA1_360190","amine oxidase, flavincontaining superfamily protein",109.99,70.21,127.74,141.36
"ACA1_360200","ACA1_360200","60s Acidic ribosomal protein",5179.33,3926.36,3383.71,2945.78
"ACA1_360220","ACA1_360220","H/ACA ribonucleoprotein complex subunit 2like protein",1103.21,210.92,158.15,162.16
"ACA1_360260","ACA1_360260","SMP30/CGR1 family protein",71.68,37.82,14.08,7.57
"ACA1_360290","ACA1_360290","singlestrand binding protein family",189.5,100.68,93.7,91.69
"ACA1_360300","ACA1_360300","3' exoribonuclease family, domain 1 domain containing protein",56.33,14.4,18.47,19.99
"ACA1_360520","ACA1_360520","Ras GTPase, putative",43.19,46.78,49.44,31.69
"ACA1_360590","ACA1_360590","hypothetical protein",158.18,268.75,181.63,168.61
"ACA1_360600","ACA1_360600","hypothetical protein",53.92,124.64,71.04,54.9
"ACA1_360640","ACA1_360640","hypothetical protein",81.44,25.86,45.69,67.65
"ACA1_360900","ACA1_360900","Eukaryotic translation initiation factor 3 subunit 7 (eIF3)",217.01,52.77,53.55,55.65
"ACA1_360910","ACA1_360910","hypothetical protein",89.51,8.19,5.93,8.27
"ACA1_360920","ACA1_360920","La domain containing protein",68.89,5.85,4.03,4.61
"ACA1_360960","ACA1_360960","2amino-3-ketobutyrate coenzyme A ligase",56.59,30.23,64.96,89.14
"ACA1_361020","ACA1_361020","ribosomal L22e protein family",1291.23,868.37,665.67,641.02
"ACA1_361040","ACA1_361040","aminotransferase, class I/II superfamily protein",64.88,18.31,21.02,20.46
"ACA1_361100","ACA1_361100","TLD protein",51.03,51.09,89.64,108.73
"ACA1_361140","ACA1_361140","copper/zinc superoxide dismutase",43.23,26.25,63.51,124.21
"ACA1_361160","ACA1_361160","adenylsulfate kinase",97.29,28.79,39.51,41.36
"ACA1_361250","ACA1_361250","actin-1, putative",2189.93,2696.2,1911.01,1031.17
"ACA1_361260","ACA1_361260","Brix domain containing 2, putative",157.31,1.25,1.77,3.12
"ACA1_361280","ACA1_361280","NADdependent epimerase/dehydratase family protein",118.64,47.84,59.73,46.13
"ACA1_361290","ACA1_361290","zinc finger domain containing protein",72.59,61.12,78.09,85.66
"ACA1_361770","ACA1_361770","hypothetical protein",64.37,60.66,38.17,35.91
"ACA1_362100","ACA1_362100","hypothetical protein",43.8,0.26,0.5,0.66
"ACA1_362120","ACA1_362120","PhzF family phenazine biosynthesis protein",64.76,51.19,59.19,66.53
"ACA1_362140","ACA1_362140","hypothetical protein",659.8,111.69,19.82,24.57
"ACA1_362300","ACA1_362300","hypothetical protein",573.54,380.36,126.78,128.08
"ACA1_362500","ACA1_362500","hypothetical protein",68.25,129.85,88.76,69.47
"ACA1_362510","ACA1_362510","EF hand domain containing protein",239.54,385.58,329.53,311.98
"ACA1_362580","ACA1_362580","Cofilin/tropomyosin-type actin-binding protein",520.31,861.44,661.43,641.18
"ACA1_362640","ACA1_362640","Gar1 protein RNA binding region protein",220.76,40.9,6.56,6.47
"ACA1_362690","ACA1_362690","WD domain containing protein",54.6,5.9,10.28,14.04
"ACA1_362730","ACA1_362730","ankyrin domain protein",257.47,263.13,208.58,167.65
"ACA1_363740","ACA1_363740","hypothetical protein",154.46,158.3,146.7,127.99
"ACA1_363770","ACA1_363770","hypothetical protein",76.22,77.4,100.2,117.84
"ACA1_363780","ACA1_363780","Vtype ATPase, D subunit",556.09,222.33,582.65,862.21
"ACA1_363830","ACA1_363830","ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein",74.44,142.6,174.23,187.04
"ACA1_363940","ACA1_363940","GAF sensor hybrid histidine kinase",68.82,117.96,138.91,151.56
"ACA1_364230","ACA1_364230","hypothetical protein",68.54,106.84,104.26,96.84
"ACA1_364250","ACA1_364250","3' exoribonuclease family, domain 1 domain containing protein",52.23,6.53,9.62,14.19
"ACA1_364260","ACA1_364260","hypothetical protein",44.64,46.52,61.27,59.33
"ACA1_364270","ACA1_364270","DTW domain containing 1, putative",56.63,16.57,27.4,28.88
"ACA1_364280","ACA1_364280","sporulation proteinrelated, putative",262.08,179.78,102.69,60.91
"ACA1_364300","ACA1_364300","hypothetical protein",69.66,15.93,5.65,3.54
"ACA1_364310","ACA1_364310","aldehyde dehydrogenase",140.79,57.9,12.96,23.01
"ACA1_364340","ACA1_364340","hypothetical protein",398.07,492.19,452.66,430.07
"ACA1_364370","ACA1_364370","glutathione transferase family protein",69.08,60.53,59.3,61.42
"ACA1_364390","ACA1_364390","ribosomal L27e protein family",5623,5314.44,4824.98,4659.04
"ACA1_364420","ACA1_364420","ribosomal protein s30 protein",7682.9,6152.76,8194.05,8867.99
"ACA1_364440","ACA1_364440","hypothetical protein",85.52,59.31,59.85,68.05
"ACA1_364450","ACA1_364450","acetyltransferase, GNAT superfamily protein",99.84,71.33,66.07,78.85
"ACA1_364720","ACA1_364720","Sas10/Utp3/C1D family protein",89.84,0.97,4.25,12.8
"ACA1_364730","ACA1_364730","histone L3 H2a, putative",1511.79,141.74,44.97,67.6
"ACA1_364740","ACA1_364740","Yip1 domain containing protein",124.27,111.12,139,150.32
"ACA1_364780","ACA1_364780","lung seven transmembrane receptor protein",42.27,36.2,34.48,43.5
"ACA1_365020","ACA1_365020","hypothetical protein",47.92,51.7,65.3,91.42
"ACA1_365090","ACA1_365090","ADPribosylglycohydrolase superfamily protein",46.99,28.9,18.68,14.03
"ACA1_365100","ACA1_365100","U3 small nucleolar RNA-associated protein 6 protein",56.93,1.27,3.08,4.52
"ACA1_365330","ACA1_365330","hypothetical protein",301.86,178.85,206.55,236.17
"ACA1_365340","ACA1_365340","hypothetical protein",161.13,33.53,48.51,61.47
"ACA1_365720","ACA1_365720","26S proteasome AAAATPase subunit RPT2a, putative",167.66,636.77,253.54,168.83
"ACA1_365760","ACA1_365760","glutathione peroxidase Hyr1, putative",82.77,126.25,78.1,111.56
"ACA1_365780","ACA1_365780","ribosomal protein S4, putative",5536.01,4736.58,3445.72,3231.6
"ACA1_365810","ACA1_365810","Hypothetical protein",72.55,134.92,176.96,206.05
"ACA1_365850","ACA1_365850","hypothetical protein",576.84,267.25,396.2,433.49
"ACA1_366090","ACA1_366090","RNA polymerase III subunit RPC82 helixturn-helix domain containing protein",48.87,25.48,29.89,32.79
"ACA1_366110","ACA1_366110","MPPN (rrmlike) domain containing protein",56.93,31.42,30.91,40.64
"ACA1_366250","ACA1_366250","oxidoreductase, short chain dehydrogenase/reductase superfamily protein",79.6,119.57,79.24,60.2
"ACA1_366300","ACA1_366300","peptidylprolyl cis-trans isomerase e, ppie, putative",91.49,55.83,45.96,39.76
"ACA1_366310","ACA1_366310","reticulon protein",215.86,206.98,141.41,132.53
"ACA1_366330","ACA1_366330","hypothetical protein",679.54,287.77,336.83,386.57
"ACA1_366350","ACA1_366350","MTA70 family protein",42.58,0.97,1.76,3.69
"ACA1_366360","ACA1_366360","hypothetical protein",101.63,12.5,20.64,25.18
"ACA1_366430","ACA1_366430","fumarate hydratase",74.78,21.02,11.36,12.14
"ACA1_366460","ACA1_366460","dynactin subunit 6, putative",48.42,44.36,51.38,59.6
"ACA1_366480","ACA1_366480","protein kinase domain containing protein",176.75,147.92,184.72,160.17
"ACA1_366500","ACA1_366500","nuclear transport factor 2 (ntf2) domain containing protein",44.15,23.39,25.38,27.41
"ACA1_366550","ACA1_366550","Ras subfamily protein",294.66,1540.28,2117.4,2125.25
"ACA1_366610","ACA1_366610","DNAbinding protein HU superfamily protein",525.46,428.64,537.72,593.06
"ACA1_366680","ACA1_366680","aspartyl aminopeptidase",98.87,117.98,112.68,140.61
"ACA1_366690","ACA1_366690","aspartyl aminopeptidase",122.86,161.87,147.45,185.01
"ACA1_366720","ACA1_366720","Calmodulin, putative",104.95,119.86,128.17,93.7
"ACA1_366740","ACA1_366740","hydroxyacylglutathione hydrolase",1025.01,904.79,573.28,550.54
"ACA1_366760","ACA1_366760","RNA recognition motif domain containing protein",269.35,232.05,297.76,382.56
